isogroup47480_c0_g2	K13525
isogroup79491_c2_g1	K10595
isogroup59567_c0_g3	K13091
isogroup74081_c4_g1	K01890
isogroup67978_c3_g1	K14638
isogroup61419_c0_g2	K01176
isogroup37229_c0_g1	K08738
isogroup72021_c3_g2	K16739
isogroup68967_c8_g6	K02885
isogroup11213_c0_g1	K01623
isogroup46645_c0_g1	K06530
isogroup55081_c0_g2	K03237
isogroup88329_c0_g1	K18666
isogroup67548_c0_g1	K17784
isogroup72864_c2_g1	K01369
isogroup65753_c0_g1	K15292
isogroup52736_c0_g1	K05643
isogroup24642_c0_g1	K11251
isogroup79512_c8_g4	K10799
isogroup71121_c1_g1	K01872
isogroup75212_c0_g1	K13983
isogroup78303_c1_g5	K10408
isogroup48282_c0_g1	K06110
isogroup53074_c0_g1	K09455
isogroup66546_c9_g10	K02900
isogroup71665_c4_g3	K10745
isogroup39434_c0_g1	K03873
isogroup69500_c0_g1	K01176
isogroup74425_c3_g1	K05124
isogroup72422_c8_g2	K09565
isogroup66427_c0_g1	K25006
isogroup66999_c0_g1	K10380
isogroup75161_c1_g5	K04708
isogroup61449_c0_g4	K13165
isogroup77468_c4_g3	K00901
isogroup74100_c2_g4	K18463
isogroup70440_c1_g3	K18728
isogroup74791_c4_g2	K02930
isogroup72669_c2_g1	K07950
isogroup87915_c0_g1	K13219
isogroup62762_c0_g2	K04739
isogroup66769_c1_g1	K23283
isogroup60025_c0_g1	K20813
isogroup75280_c0_g1	K06236
isogroup77933_c0_g7	K21915
isogroup44483_c1_g1	K01539
isogroup65888_c0_g1	K00326
isogroup69260_c0_g1	K02155
isogroup70564_c0_g1	K23115
isogroup113689_c0_g1	K01379
isogroup63186_c0_g1	K04440
isogroup75608_c1_g1	K00858
isogroup68702_c0_g2	K14821
isogroup68313_c1_g1	K00995
isogroup75151_c1_g1	K07293
isogroup99760_c0_g1	K02156
isogroup30438_c0_g2	K16669
isogroup66808_c0_g1	K04536
isogroup42547_c0_g1	K10349
isogroup119559_c0_g1	K13138
isogroup78240_c0_g1	K08844
isogroup38906_c0_g1	K24943
isogroup70974_c0_g1	K06875
isogroup78319_c2_g5	K17920
isogroup75509_c1_g1	K15720
isogroup74530_c0_g5	K08056
isogroup80106_c0_g1	K08762
isogroup59317_c0_g2	K23354
isogroup73312_c3_g1	K02989
isogroup62612_c0_g1	K13912
isogroup66345_c0_g2	K14985
isogroup77135_c0_g1	K25004
isogroup59140_c0_g1	K02975
isogroup78937_c4_g1	K15503
isogroup77454_c1_g1	K10597
isogroup26872_c0_g1	K03873
isogroup25135_c0_g1	K12757
isogroup71830_c8_g1	K20523
isogroup75392_c1_g2	K05757
isogroup69613_c3_g1	K07375
isogroup42312_c0_g1	K09848
isogroup72266_c0_g1	K00326
isogroup60582_c0_g1	K03178
isogroup41641_c0_g1	K15118
isogroup81583_c0_g1	K23234
isogroup107668_c0_g1	K11251
isogroup68271_c2_g2	K06059
isogroup68093_c1_g3	K09554
isogroup78638_c1_g1	K20175
isogroup77711_c1_g1	K23345
isogroup74005_c1_g4	K03462
isogroup45186_c0_g1	K21852
isogroup78658_c0_g1	K22128
isogroup73446_c1_g2	K00953
isogroup60459_c0_g1	K13937
isogroup112701_c0_g1	K03233
isogroup63166_c0_g2	K24688
isogroup71653_c7_g3	K02978
isogroup113675_c0_g1	K03462
isogroup68143_c2_g4	K02873
isogroup58162_c0_g1	K00058
isogroup76883_c0_g1	K16910
isogroup38925_c0_g1	K12405
isogroup74115_c0_g1	K04558
isogroup72679_c0_g1	K05285
isogroup67884_c4_g1	K00565
isogroup75539_c0_g1	K12603
isogroup70836_c0_g1	K13175
isogroup66534_c0_g1	K07964
isogroup45738_c0_g2	K12625
isogroup61805_c1_g1	K09571
isogroup75447_c0_g1	K13984
isogroup65321_c0_g1	K20526
isogroup74874_c0_g2	K14213
isogroup70446_c2_g2	K01373
isogroup10539_c0_g1	K08823
isogroup100090_c0_g1	K21891
isogroup60362_c0_g1	K06571
isogroup11373_c0_g1	K00326
isogroup68778_c0_g2	K01922
isogroup65505_c1_g3	K06689
isogroup77125_c0_g5	K10591
isogroup77948_c1_g2	K22869
isogroup34358_c0_g1	K02128
isogroup74828_c0_g1	K03424
isogroup72758_c0_g1	K22282
isogroup74833_c1_g1	K15719
isogroup79289_c3_g2	K01596
isogroup37073_c0_g1	K14381
isogroup71155_c3_g1	K23295
isogroup65323_c0_g2	K00544
isogroup68366_c0_g1	K08851
isogroup74961_c1_g1	K05855
isogroup117979_c0_g1	K17785
isogroup74994_c0_g1	K18469
isogroup72297_c5_g1	K18342
isogroup70683_c2_g2	K14379
isogroup72857_c0_g2	K18259
isogroup69783_c0_g1	K01867
isogroup120368_c0_g1	K02976
isogroup54730_c0_g1	K20409
isogroup70559_c0_g2	K01197
isogroup99841_c0_g1	K25100
isogroup72638_c3_g6	K11793
isogroup56128_c0_g4	K06115
isogroup6793_c0_g1	K19862
isogroup59326_c0_g7	K14006
isogroup72769_c1_g2	K14834
isogroup56974_c0_g1	K01052
isogroup45439_c0_g1	K03900
isogroup69612_c0_g1	K07561
isogroup51899_c0_g1	K10839
isogroup67352_c0_g2	K10722
isogroup70327_c0_g1	K17065
isogroup65972_c0_g1	K06267
isogroup77821_c1_g1	K08899
isogroup71715_c5_g6	K07374
isogroup71992_c0_g1	K02606
isogroup38754_c0_g1	K04523
isogroup64975_c0_g2	K02866
isogroup74464_c0_g1	K19947
isogroup75401_c1_g1	K04527
isogroup75699_c0_g3	K04374
isogroup69574_c1_g2	K12647
isogroup119871_c0_g1	K01379
isogroup71525_c1_g1	K14947
isogroup73780_c1_g1	K11166
isogroup76752_c4_g2	K18749
isogroup77097_c0_g2	K24469
isogroup74268_c0_g1	K01792
isogroup74713_c4_g2	K10693
isogroup75488_c0_g1	K13526
isogroup71036_c2_g2	K17339
isogroup82267_c0_g1	K14966
isogroup11782_c0_g1	K08844
isogroup60993_c0_g1	K24909
isogroup64026_c0_g7	K20478
isogroup55455_c0_g1	K18173
isogroup44176_c0_g2	K21772
isogroup74930_c0_g1	K09848
isogroup76575_c0_g1	K20291
isogroup52437_c0_g1	K03122
isogroup54895_c0_g1	K02872
isogroup74025_c0_g1	K05658
isogroup62116_c0_g4	K10352
isogroup70393_c6_g1	K04630
isogroup52861_c0_g1	K10422
isogroup63408_c1_g2	K15516
isogroup105259_c0_g1	K11518
isogroup68793_c0_g1	K04615
isogroup76749_c2_g3	K15162
isogroup39011_c0_g1	K03238
isogroup63471_c0_g1	K05872
isogroup113427_c0_g1	K04437
isogroup66455_c0_g1	K09624
isogroup76503_c0_g1	K12035
isogroup75191_c1_g5	K01369
isogroup73463_c0_g1	K13783
isogroup56037_c0_g1	K01183
isogroup26405_c0_g1	K02889
isogroup67341_c9_g2	K05700
isogroup56340_c0_g1	K17597
isogroup54896_c0_g1	K19538
isogroup79022_c0_g1	K11593
isogroup62728_c0_g1	K03173
isogroup70613_c0_g1	K14638
isogroup77787_c0_g1	K13217
isogroup66062_c3_g1	K17266
isogroup70550_c5_g1	K04420
isogroup78204_c1_g1	K10867
isogroup76882_c0_g2	K24869
isogroup25389_c0_g1	K03036
isogroup26889_c0_g1	K00637
isogroup65932_c1_g2	K17276
isogroup66257_c0_g2	K05357
isogroup71410_c5_g3	K07375
isogroup73660_c0_g2	K10587
isogroup79219_c1_g1	K00288
isogroup36996_c0_g1	K10396
isogroup77925_c0_g1	K02210
isogroup77607_c0_g1	K23605
isogroup113464_c0_g1	K16506
isogroup74912_c4_g4	K21444
isogroup72744_c0_g2	K22991
isogroup67607_c0_g1	K11878
isogroup69697_c3_g1	K14347
isogroup77528_c0_g1	K16865
isogroup72019_c1_g1	K12460
isogroup66381_c0_g2	K02970
isogroup69759_c1_g6	K00637
isogroup59152_c0_g2	K04043
isogroup68946_c0_g5	K06820
isogroup73650_c0_g1	K01712
isogroup77979_c0_g1	K04606
isogroup75766_c0_g3	K01206
isogroup58362_c0_g1	K21772
isogroup71571_c1_g2	K02932
isogroup56085_c0_g1	K10407
isogroup60386_c0_g1	K00522
isogroup70866_c2_g4	K14826
isogroup123193_c0_g1	K24222
isogroup122201_c0_g1	K06091
isogroup75622_c0_g1	K08770
isogroup54533_c0_g7	K03255
isogroup65042_c0_g1	K16601
isogroup70262_c3_g1	K16811
isogroup72237_c2_g1	K12461
isogroup77750_c1_g3	K17341
isogroup70840_c0_g1	K08791
isogroup65774_c0_g2	K00542
isogroup73732_c1_g1	K06126
isogroup77384_c1_g1	K18441
isogroup78908_c2_g1	K23705
isogroup77044_c1_g1	K11538
isogroup122925_c0_g1	K17610
isogroup105732_c0_g1	K16677
isogroup74352_c3_g3	K05103
isogroup57599_c0_g1	K11187
isogroup70263_c3_g2	K12275
isogroup79466_c8_g4	K19006
isogroup24454_c0_g1	K01904
isogroup69810_c0_g1	K12605
isogroup76310_c1_g1	K16609
isogroup49470_c0_g4	K08585
isogroup67878_c1_g1	K05655
isogroup72400_c0_g2	K10443
isogroup73283_c3_g1	K10593
isogroup66739_c7_g1	K18617
isogroup75766_c1_g1	K10645
isogroup123160_c0_g1	K17562
isogroup73344_c0_g1	K18340
isogroup76732_c0_g1	K04373
isogroup35153_c0_g1	K02936
isogroup78606_c1_g1	K10401
isogroup78342_c1_g2	K08211
isogroup119971_c0_g1	K24104
isogroup75544_c3_g2	K01373
isogroup62436_c1_g1	K12812
isogroup16059_c0_g1	K04646
isogroup66822_c1_g3	K08106
isogroup69782_c2_g1	K07874
isogroup76927_c0_g1	K10882
isogroup77442_c1_g2	K19626
isogroup73689_c0_g2	K22987
isogroup69826_c0_g1	K19269
isogroup95625_c0_g1	K07870
isogroup73651_c0_g1	K11843
isogroup61619_c0_g1	K10435
isogroup58752_c0_g3	K15047
isogroup72068_c2_g2	K05283
isogroup74999_c0_g5	K01082
isogroup79157_c4_g3	K15603
isogroup67116_c0_g1	K03454
isogroup72806_c0_g2	K18399
isogroup75802_c0_g1	K02355
isogroup64166_c0_g1	K01431
isogroup76322_c0_g11	K13178
isogroup50509_c0_g1	K00416
isogroup58306_c0_g4	K00036
isogroup75110_c1_g1	K18204
isogroup70859_c0_g1	K13208
isogroup63630_c0_g1	K14213
isogroup69725_c0_g1	K24637
isogroup72295_c2_g1	K12602
isogroup34409_c0_g1	K00940
isogroup55504_c0_g2	K01681
isogroup72309_c0_g3	K23901
isogroup33472_c0_g1	K20291
isogroup62925_c0_g5	K10601
isogroup70384_c6_g5	K20371
isogroup73784_c3_g3	K02927
isogroup71080_c1_g1	K02377
isogroup94709_c0_g1	K16669
isogroup75681_c0_g1	K04424
isogroup67357_c0_g2	K00288
isogroup55744_c0_g1	K11205
isogroup71971_c1_g1	K15198
isogroup16636_c0_g1	K12877
isogroup72488_c1_g1	K18467
isogroup75390_c3_g2	K10260
isogroup31085_c0_g1	K10364
isogroup70821_c1_g1	K07206
isogroup104739_c0_g1	K23583
isogroup76854_c0_g1	K07195
isogroup63982_c0_g1	K10408
isogroup77768_c0_g1	K15261
isogroup60927_c0_g1	K00799
isogroup70893_c1_g1	K10380
isogroup74477_c0_g2	K08803
isogroup74764_c0_g3	K13912
isogroup67892_c4_g1	K04097
isogroup70272_c2_g1	K00079
isogroup67910_c0_g1	K12886
isogroup68811_c6_g3	K24734
isogroup71990_c3_g1	K11204
isogroup54877_c0_g1	K01482
isogroup98453_c0_g1	K06069
isogroup51607_c0_g1	K00698
isogroup114589_c0_g1	K16506
isogroup73693_c5_g1	K10644
isogroup57982_c0_g1	K06129
isogroup76705_c1_g1	K03781
isogroup70155_c2_g1	K24469
isogroup79219_c2_g1	K00288
isogroup53137_c0_g3	K14537
isogroup51506_c0_g1	K09496
isogroup69240_c5_g1	K03178
isogroup68737_c0_g1	K05124
isogroup70169_c2_g2	K14564
isogroup77778_c2_g1	K16767
isogroup40901_c0_g1	K01488
isogroup76203_c1_g6	K02922
isogroup74907_c0_g4	K10956
isogroup68074_c1_g1	K04615
isogroup12590_c0_g1	K13403
isogroup34234_c0_g1	K13250
isogroup72309_c0_g1	K23901
isogroup53375_c0_g2	K03263
isogroup75273_c1_g1	K04491
isogroup69070_c4_g7	K17233
isogroup51457_c0_g7	K09239
isogroup74172_c2_g1	K03354
isogroup28333_c0_g1	K16944
isogroup73691_c3_g2	K13165
isogroup62594_c0_g3	K14638
isogroup71407_c0_g1	K10899
isogroup77949_c0_g1	K12460
isogroup59227_c0_g1	K02155
isogroup51985_c0_g2	K13210
isogroup67599_c3_g2	K02183
isogroup67042_c1_g1	K05290
isogroup48753_c1_g1	K13187
isogroup67514_c9_g4	K02995
isogroup68830_c0_g1	K17592
isogroup112375_c0_g1	K16810
isogroup68845_c3_g1	K09598
isogroup12052_c0_g1	K11592
isogroup69347_c0_g2	K10523
isogroup56522_c0_g7	K01872
isogroup62704_c0_g1	K05991
isogroup79369_c7_g1	K11838
isogroup77909_c0_g1	K14842
isogroup79153_c2_g1	K04530
isogroup78286_c0_g2	K15502
isogroup69966_c1_g2	K03283
isogroup75017_c0_g1	K15370
isogroup11897_c0_g1	K03105
isogroup72563_c0_g2	K00102
isogroup42502_c0_g1	K11375
isogroup67368_c0_g2	K18152
isogroup87942_c0_g1	K10352
isogroup72205_c5_g7	K02984
isogroup76479_c0_g1	K01110
isogroup53035_c0_g1	K10601
isogroup39006_c0_g1	K12668
isogroup70250_c2_g5	K02938
isogroup69588_c0_g1	K01279
isogroup19602_c0_g1	K01062
isogroup78537_c2_g5	K03065
isogroup63113_c0_g1	K09435
isogroup59310_c0_g1	K02154
isogroup75616_c0_g1	K08738
isogroup69780_c8_g1	K14610
isogroup72407_c1_g6	K13116
isogroup68254_c0_g5	K00026
isogroup111764_c0_g1	K03141
isogroup71260_c5_g2	K13443
isogroup77187_c12_g1	K02891
isogroup119451_c0_g1	K02896
isogroup73855_c1_g13	K12567
isogroup68397_c1_g2	K05115
isogroup70590_c8_g1	K13120
isogroup77643_c3_g1	K17543
isogroup68592_c0_g1	K09839
isogroup69435_c3_g2	K11992
isogroup107594_c0_g1	K10756
isogroup70591_c1_g1	K11251
isogroup61042_c0_g6	K17751
isogroup67016_c0_g2	K09848
isogroup75232_c1_g1	K01468
isogroup67949_c0_g1	K06692
isogroup72198_c0_g1	K08588
isogroup56583_c0_g1	K00022
isogroup46547_c0_g1	K22255
isogroup101074_c0_g1	K24348
isogroup2368_c0_g1	K14007
isogroup70088_c1_g1	K09540
isogroup75180_c0_g2	K14763
isogroup73230_c0_g2	K17804
isogroup93260_c0_g1	K22377
isogroup69083_c0_g1	K15042
isogroup79232_c3_g1	K24796
isogroup57239_c0_g2	K09489
isogroup69216_c10_g2	K14000
isogroup70891_c5_g1	K01321
isogroup73493_c0_g1	K10258
isogroup49643_c0_g2	K13358
isogroup76116_c1_g1	K00485
isogroup53465_c0_g1	K10356
isogroup75144_c1_g1	K07435
isogroup73061_c1_g1	K13736
isogroup76753_c0_g3	K12035
isogroup69356_c4_g6	K07941
isogroup75343_c0_g1	K06677
isogroup21962_c0_g2	K05700
isogroup79265_c1_g1	K04946
isogroup74831_c0_g1	K19001
isogroup76861_c0_g3	K01132
isogroup72995_c0_g1	K12196
isogroup76928_c0_g2	K15333
isogroup73044_c0_g4	K04353
isogroup74870_c1_g2	K18643
isogroup71196_c3_g1	K14404
isogroup73360_c0_g1	K10646
isogroup67061_c0_g1	K16910
isogroup77118_c2_g1	K01254
isogroup72400_c0_g3	K02257
isogroup76932_c0_g1	K15369
isogroup78904_c2_g4	K12800
isogroup73229_c1_g4	K15044
isogroup73079_c0_g2	K18665
isogroup58755_c0_g2	K06271
isogroup75468_c5_g1	K02997
isogroup56693_c0_g3	K19511
isogroup71360_c6_g2	K12197
isogroup46830_c0_g1	K01557
isogroup65388_c0_g1	K01365
isogroup74636_c0_g1	K19681
isogroup62998_c0_g1	K09525
isogroup57282_c0_g2	K18585
isogroup67776_c7_g1	K02943
isogroup49158_c0_g1	K15178
isogroup72021_c2_g1	K03113
isogroup77689_c1_g1	K19027
isogroup83351_c0_g1	K11703
isogroup72486_c2_g2	K12863
isogroup76413_c2_g4	K00033
isogroup67252_c0_g1	K01106
isogroup32535_c0_g1	K16794
isogroup67989_c0_g1	K14864
isogroup73605_c5_g3	K11279
isogroup31439_c0_g1	K03126
isogroup55529_c0_g1	K00022
isogroup70607_c1_g1	K00799
isogroup75517_c0_g1	K07964
isogroup61161_c1_g1	K01874
isogroup71834_c4_g2	K05692
isogroup95090_c0_g1	K16506
isogroup67022_c5_g2	K01070
isogroup76852_c0_g1	K15047
isogroup75234_c0_g1	K17552
isogroup94777_c0_g1	K01251
isogroup67232_c0_g1	K12834
isogroup99068_c0_g1	K21248
isogroup75843_c5_g1	K00106
isogroup88633_c0_g1	K07359
isogroup58162_c0_g2	K00058
isogroup62189_c3_g1	K12567
isogroup76310_c1_g4	K16609
isogroup75312_c0_g1	K07767
isogroup74823_c0_g1	K24610
isogroup39476_c0_g1	K11251
isogroup74870_c2_g3	K11979
isogroup68917_c8_g1	K11345
isogroup76804_c0_g7	K12035
isogroup51366_c0_g1	K11247
isogroup70822_c4_g1	K11416
isogroup71042_c0_g1	K21890
isogroup67462_c4_g2	K14638
isogroup66525_c1_g3	K05665
isogroup66782_c0_g1	K12871
isogroup66468_c0_g7	K00134
isogroup72037_c2_g2	K16777
isogroup59971_c2_g2	K05655
isogroup70259_c3_g8	K17597
isogroup47722_c0_g1	K09113
isogroup79387_c8_g1	K15621
isogroup73210_c0_g1	K04639
isogroup71726_c2_g1	K03231
isogroup74607_c3_g1	K19995
isogroup74108_c2_g1	K11421
isogroup74923_c0_g1	K08892
isogroup38684_c0_g1	K01724
isogroup79131_c14_g1	K02979
isogroup121618_c0_g1	K23879
isogroup72012_c5_g1	K12893
isogroup70123_c1_g1	K24253
isogroup752_c0_g1	K17286
isogroup124489_c0_g1	K23709
isogroup27057_c0_g1	K11096
isogroup69585_c9_g1	K24104
isogroup71017_c2_g1	K19374
isogroup65625_c0_g2	K04437
isogroup35149_c1_g1	K02896
isogroup70846_c0_g1	K16669
isogroup77630_c3_g1	K09646
isogroup75654_c0_g8	K23902
isogroup48389_c0_g1	K10580
isogroup78625_c0_g1	K21596
isogroup98811_c0_g1	K02893
isogroup67236_c0_g1	K17410
isogroup67071_c0_g1	K15119
isogroup36276_c0_g1	K04739
isogroup79639_c0_g1	K01899
isogroup52820_c0_g2	K06237
isogroup42611_c0_g1	K03178
isogroup33950_c0_g1	K03102
isogroup46278_c0_g1	K14293
isogroup69957_c6_g1	K08467
isogroup73456_c0_g1	K02214
isogroup76886_c3_g1	K11801
isogroup60654_c0_g1	K01363
isogroup48741_c0_g2	K10104
isogroup73580_c0_g1	K15279
isogroup73918_c3_g1	K08803
isogroup39862_c0_g1	K09571
isogroup7054_c0_g1	K07407
isogroup75518_c11_g2	K01359
isogroup43722_c0_g1	K17578
isogroup65288_c0_g1	K11187
isogroup76630_c3_g1	K06027
isogroup68281_c6_g1	K08835
isogroup64500_c0_g2	K12350
isogroup72887_c0_g1	K21411
isogroup2095_c0_g1	K10606
isogroup74503_c0_g2	K10598
isogroup67502_c0_g1	K12668
isogroup59107_c0_g1	K03018
isogroup62360_c0_g3	K02917
isogroup76991_c0_g4	K02540
isogroup45832_c0_g1	K10321
isogroup72524_c0_g1	K06171
isogroup76095_c0_g2	K02918
isogroup16244_c0_g1	K07192
isogroup76788_c0_g3	K09487
isogroup83782_c0_g1	K12838
isogroup76267_c4_g1	K07759
isogroup68676_c0_g1	K21289
isogroup45652_c0_g1	K08134
isogroup17271_c0_g1	K23583
isogroup66953_c2_g1	K04097
isogroup69472_c6_g1	K12839
isogroup68122_c11_g1	K02981
isogroup56631_c0_g1	K04468
isogroup52304_c0_g1	K12838
isogroup71542_c1_g1	K09208
isogroup27521_c0_g1	K03937
isogroup77122_c0_g2	K00472
isogroup73979_c3_g5	K10408
isogroup76214_c0_g5	K03456
isogroup73607_c8_g1	K14771
isogroup76002_c3_g3	K20133
isogroup76599_c0_g1	K01581
isogroup75566_c0_g1	K01969
isogroup78487_c2_g1	K16353
isogroup95041_c0_g1	K22449
isogroup40641_c0_g1	K04442
isogroup69385_c0_g1	K10666
isogroup97027_c0_g1	K15175
isogroup60311_c0_g1	K04374
isogroup62757_c0_g1	K09649
isogroup69499_c0_g4	K08803
isogroup77549_c1_g5	K01581
isogroup64737_c0_g2	K17751
isogroup78991_c3_g1	K17890
isogroup61739_c0_g1	K13199
isogroup33767_c0_g1	K24637
isogroup25479_c0_g1	K15178
isogroup71505_c0_g1	K14442
isogroup77398_c0_g1	K14300
isogroup77707_c0_g1	K15261
isogroup77417_c2_g2	K06963
isogroup78849_c2_g1	K10358
isogroup52152_c0_g1	K01464
isogroup57986_c0_g1	K23882
isogroup76843_c2_g8	K22503
isogroup78455_c0_g1	K11275
isogroup75102_c0_g1	K14810
isogroup20089_c0_g1	K03099
isogroup77315_c1_g3	K24637
isogroup14243_c0_g1	K10956
isogroup77983_c0_g6	K05917
isogroup69453_c1_g2	K14972
isogroup44273_c0_g1	K06688
isogroup105996_c0_g1	K17906
isogroup66554_c5_g9	K02133
isogroup51415_c0_g2	K09553
isogroup71271_c9_g1	K04615
isogroup84606_c0_g1	K22066
isogroup77837_c0_g2	K11861
isogroup49346_c0_g1	K00021
isogroup29634_c0_g1	K02883
isogroup58313_c0_g1	K01758
isogroup70023_c2_g2	K14638
isogroup78409_c0_g2	K04437
isogroup798_c0_g1	K07827
isogroup69608_c0_g5	K09548
isogroup74906_c10_g2	K02977
isogroup71160_c0_g1	K02921
isogroup74498_c7_g1	K02923
isogroup73414_c0_g1	K05045
isogroup94800_c0_g1	K15690
isogroup53911_c0_g1	K02872
isogroup60906_c0_g1	K20347
isogroup72819_c1_g1	K04640
isogroup67122_c2_g6	K12757
isogroup67868_c0_g1	K01365
isogroup66536_c0_g3	K00476
isogroup63264_c0_g2	K04662
isogroup79495_c5_g2	K12800
isogroup76313_c3_g2	K09668
isogroup67230_c3_g2	K02998
isogroup75811_c2_g1	K07937
isogroup72542_c2_g1	K00613
isogroup72556_c0_g1	K16939
isogroup74915_c2_g1	K14406
isogroup71095_c0_g2	K17307
isogroup67001_c0_g1	K02373
isogroup68453_c2_g1	K00854
isogroup68691_c0_g1	K25102
isogroup74617_c0_g2	K04710
isogroup76381_c1_g1	K01227
isogroup60638_c0_g1	K16914
isogroup1024_c0_g1	K06030
isogroup72002_c0_g2	K02180
isogroup74214_c2_g2	K25138
isogroup75885_c5_g2	K08051
isogroup71648_c0_g1	K03249
isogroup124184_c0_g1	K20286
isogroup55817_c0_g5	K00850
isogroup76249_c0_g2	K14960
isogroup69466_c0_g1	K11253
isogroup73088_c0_g2	K10251
isogroup66187_c0_g2	K23820
isogroup76605_c4_g3	K04361
isogroup78017_c1_g1	K12495
isogroup50499_c0_g1	K17350
isogroup106810_c0_g1	K01307
isogroup65794_c0_g1	K10730
isogroup58204_c0_g3	K01183
isogroup58024_c0_g2	K17751
isogroup71286_c2_g1	K07944
isogroup74171_c0_g2	K19363
isogroup34599_c0_g1	K23691
isogroup69927_c0_g2	K03259
isogroup60732_c0_g1	K05687
isogroup62345_c0_g1	K02152
isogroup69874_c2_g2	K03145
isogroup58136_c1_g1	K10141
isogroup52244_c0_g1	K07759
isogroup71271_c7_g4	K14411
isogroup79252_c4_g1	K16768
isogroup114028_c0_g1	K01081
isogroup69727_c0_g1	K17341
isogroup25147_c0_g1	K12384
isogroup74265_c3_g1	K03627
isogroup76830_c0_g4	K01880
isogroup67646_c0_g1	K13118
isogroup16449_c0_g1	K00500
isogroup68527_c0_g2	K02984
isogroup65686_c0_g1	K03654
isogroup77523_c2_g1	K03781
isogroup71512_c0_g1	K08467
isogroup76448_c0_g1	K03833
isogroup44688_c0_g1	K10435
isogroup76478_c0_g2	K11807
isogroup67368_c0_g1	K18152
isogroup6814_c0_g1	K02729
isogroup85098_c0_g1	K12846
isogroup74262_c0_g1	K01939
isogroup68870_c0_g2	K09008
isogroup36302_c0_g1	K17080
isogroup113282_c0_g1	K08455
isogroup68868_c0_g1	K16669
isogroup68399_c0_g1	K00734
isogroup66125_c0_g1	K10523
isogroup78061_c0_g2	K08333
isogroup71094_c4_g1	K14306
isogroup71324_c0_g1	K12856
isogroup71657_c0_g5	K03781
isogroup54425_c0_g1	K10408
isogroup77936_c8_g2	K08892
isogroup75834_c0_g1	K16606
isogroup68928_c0_g1	K21946
isogroup75379_c0_g3	K15633
isogroup71058_c0_g1	K00507
isogroup40851_c0_g1	K00162
isogroup74998_c1_g5	K22390
isogroup76916_c0_g2	K16669
isogroup57195_c0_g1	K02889
isogroup75446_c1_g1	K16490
isogroup74662_c0_g3	K03662
isogroup70117_c5_g13	K19719
isogroup65843_c0_g1	K19525
isogroup71743_c1_g1	K07304
isogroup52357_c0_g1	K00031
isogroup74072_c2_g5	K24838
isogroup68527_c0_g3	K02984
isogroup66420_c4_g1	K01596
isogroup73649_c2_g1	K06233
isogroup72819_c1_g2	K11584
isogroup71239_c7_g2	K11418
isogroup50872_c0_g1	K04986
isogroup76109_c6_g5	K15909
isogroup68918_c0_g5	K17592
isogroup74896_c2_g1	K18993
isogroup75824_c3_g2	K11848
isogroup74060_c2_g1	K20353
isogroup74809_c5_g1	K22754
isogroup73979_c3_g4	K10408
isogroup87964_c0_g1	K03245
isogroup69772_c3_g1	K15272
isogroup78420_c1_g1	K08574
isogroup73555_c1_g1	K00789
isogroup57318_c0_g1	K03123
isogroup37574_c0_g2	K05901
isogroup71913_c1_g1	K07904
isogroup69471_c1_g3	K24611
isogroup31923_c0_g1	K11968
isogroup77555_c2_g2	K13123
isogroup75793_c10_g3	K22182
isogroup35046_c0_g1	K06086
isogroup69920_c0_g1	K09257
isogroup21292_c0_g1	K22804
isogroup52424_c0_g1	K01596
isogroup70789_c0_g1	K24469
isogroup77985_c0_g1	K09848
isogroup70382_c0_g2	K18086
isogroup88267_c0_g1	K06619
isogroup70817_c1_g2	K09848
isogroup73100_c1_g2	K15159
isogroup77866_c0_g2	K14411
isogroup76436_c0_g2	K11885
isogroup67244_c11_g1	K14379
isogroup63440_c0_g1	K01183
isogroup71254_c0_g2	K18461
isogroup78220_c0_g1	K22017
isogroup113306_c0_g1	K24611
isogroup33042_c0_g1	K02891
isogroup54415_c0_g1	K05015
isogroup49820_c0_g5	K03260
isogroup51365_c0_g1	K02987
isogroup66078_c0_g1	K01084
isogroup74888_c0_g1	K00613
isogroup73720_c0_g1	K23551
isogroup71293_c1_g1	K22754
isogroup58306_c0_g3	K00036
isogroup76500_c0_g3	K12886
isogroup61348_c0_g1	K06114
isogroup46742_c0_g1	K13203
isogroup66141_c4_g3	K02987
isogroup66541_c3_g3	K03231
isogroup76829_c0_g2	K20638
isogroup76953_c0_g2	K17906
isogroup101656_c0_g1	K19619
isogroup104769_c0_g1	K05110
isogroup74479_c2_g4	K22754
isogroup71263_c0_g1	K04378
isogroup76128_c0_g1	K01887
isogroup16713_c0_g1	K20251
isogroup66762_c0_g1	K07189
isogroup38435_c0_g1	K09640
isogroup65747_c0_g1	K19363
isogroup77078_c0_g1	K12460
isogroup61863_c0_g1	K19499
isogroup49900_c0_g1	K08776
isogroup69166_c4_g5	K06700
isogroup77143_c3_g1	K01464
isogroup76481_c0_g1	K12830
isogroup108928_c0_g1	K09580
isogroup75260_c1_g1	K05117
isogroup73220_c0_g3	K16343
isogroup60701_c0_g1	K12382
isogroup51181_c0_g1	K03111
isogroup60794_c0_g1	K06820
isogroup76843_c1_g1	K22503
isogroup58432_c0_g1	K02295
isogroup78378_c1_g2	K08776
isogroup72541_c2_g1	K05681
isogroup70829_c7_g1	K10801
isogroup47309_c0_g2	K23820
isogroup75516_c0_g5	K06269
isogroup52065_c0_g1	K16186
