isogroup1909_c0_g3	K20818
isogroup115561_c0_g1	K23781
isogroup119024_c0_g1	K16748
isogroup3644_c0_g1	K04523
isogroup34544_c0_g1	K07881
isogroup175168_c0_g1	K05970
isogroup33694_c0_g1	K04399
isogroup100460_c0_g1	K20181
isogroup108373_c0_g1	K13099
isogroup8755_c0_g1	K14684
isogroup11108_c0_g1	K21870
isogroup7538_c0_g1	K04547
isogroup3392_c1_g2	K12488
isogroup1156_c0_g4	K12898
isogroup92805_c0_g1	K01539
isogroup5421_c0_g1	K21954
isogroup152260_c0_g1	K14354
isogroup14429_c0_g1	K22754
isogroup95125_c0_g1	K00922
isogroup14050_c1_g1	K21772
isogroup31050_c0_g1	K15601
isogroup29101_c0_g1	K04409
isogroup80196_c0_g1	K10590
isogroup14164_c0_g1	K13984
isogroup158084_c0_g1	K01081
isogroup50790_c0_g1	K18756
isogroup4186_c0_g1	K24186
isogroup144741_c0_g1	K01280
isogroup141371_c0_g1	K08874
isogroup39200_c0_g1	K15719
isogroup149760_c0_g1	K12229
isogroup21076_c0_g1	K22291
isogroup66595_c0_g1	K15014
isogroup31_c0_g1	K04984
isogroup11718_c0_g1	K23708
isogroup147412_c0_g1	K14638
isogroup158249_c0_g1	K22371
isogroup22365_c0_g1	K12035
isogroup156076_c0_g1	K17608
isogroup23905_c0_g1	K17266
isogroup2645_c0_g2	K17360
isogroup9878_c2_g1	K13126
isogroup85_c0_g1	K10875
isogroup17742_c0_g1	K05643
isogroup112130_c0_g1	K02541
isogroup53342_c0_g1	K02949
isogroup74937_c0_g1	K17917
isogroup84894_c1_g1	K00558
isogroup2716_c0_g1	K24095
isogroup66381_c0_g1	K03173
isogroup61117_c0_g1	K12666
isogroup127298_c0_g1	K16768
isogroup33096_c0_g1	K23677
isogroup19015_c0_g1	K10380
isogroup31257_c0_g2	K07253
isogroup9108_c0_g1	K06835
isogroup30943_c0_g2	K02896
isogroup48351_c0_g1	K06114
isogroup112979_c0_g1	K00962
isogroup21096_c0_g4	K19362
isogroup118365_c0_g1	K15455
isogroup13528_c0_g1	K02735
isogroup7429_c0_g1	K03650
isogroup34166_c0_g1	K22614
isogroup11944_c0_g1	K10645
isogroup1345_c0_g2	K07918
isogroup4805_c0_g2	K10410
isogroup20488_c0_g2	K08283
isogroup101221_c0_g1	K21413
isogroup60215_c0_g1	K01907
isogroup130432_c0_g1	K05361
isogroup33771_c0_g1	K02602
isogroup49810_c0_g1	K12811
isogroup1070_c1_g1	K12035
isogroup91416_c0_g1	K12855
isogroup8813_c1_g1	K22614
isogroup18699_c0_g1	K00767
isogroup21156_c0_g1	K09498
isogroup13343_c0_g2	K12483
isogroup30730_c0_g1	K22970
isogroup41149_c0_g1	K05674
isogroup2327_c0_g2	K15688
isogroup163635_c0_g1	K11224
isogroup13397_c0_g1	K06528
isogroup5890_c0_g1	K19528
isogroup21397_c0_g1	K01596
isogroup29411_c0_g3	K02206
isogroup27767_c0_g2	K01596
isogroup1331_c0_g1	K08889
isogroup82213_c0_g1	K00772
isogroup61281_c0_g1	K06269
isogroup4743_c0_g1	K03248
isogroup117228_c0_g1	K12890
isogroup23746_c1_g1	K12821
isogroup69_c0_g1	K05643
isogroup5714_c0_g1	K24469
isogroup32211_c0_g1	K14005
isogroup167_c0_g1	K01025
isogroup90223_c0_g1	K00415
isogroup7347_c0_g1	K10380
isogroup141409_c0_g1	K01904
isogroup11441_c1_g1	K12607
isogroup91462_c1_g1	K08956
isogroup30516_c0_g4	K15102
isogroup21431_c0_g1	K00121
isogroup21949_c2_g1	K15296
isogroup5042_c0_g2	K03231
isogroup50024_c0_g1	K00963
isogroup72651_c0_g1	K12397
isogroup22726_c0_g2	K06698
isogroup6588_c0_g1	K14574
isogroup22631_c1_g1	K13205
isogroup5001_c0_g1	K13355
isogroup9239_c0_g2	K04640
isogroup33638_c0_g1	K04442
isogroup5659_c0_g1	K20183
isogroup24282_c0_g1	K22564
isogroup2853_c0_g3	K07876
isogroup17546_c0_g1	K04352
isogroup75105_c0_g1	K11204
isogroup18477_c0_g3	K02975
isogroup171800_c0_g1	K02955
isogroup91176_c0_g1	K11142
isogroup2737_c0_g1	K22555
isogroup8472_c0_g1	K05767
isogroup91006_c0_g2	K09214
isogroup51815_c0_g1	K06630
isogroup5036_c1_g1	K20161
isogroup76593_c0_g1	K12824
isogroup22263_c0_g1	K03113
isogroup48425_c0_g1	K16726
isogroup13721_c0_g1	K11599
isogroup48918_c0_g1	K05724
isogroup32003_c0_g1	K02727
isogroup27288_c0_g3	K16506
isogroup131853_c0_g1	K22377
isogroup39600_c0_g1	K00784
isogroup78734_c0_g1	K04506
isogroup89899_c0_g1	K08525
isogroup75363_c0_g2	K09500
isogroup4060_c1_g1	K15191
isogroup137719_c0_g1	K04437
isogroup23639_c0_g1	K14286
isogroup3988_c0_g1	K00927
isogroup61595_c0_g1	K10776
isogroup142168_c0_g1	K17943
isogroup67775_c0_g2	K02136
isogroup1054_c0_g1	K05695
isogroup5430_c0_g2	K07374
isogroup138546_c0_g1	K00280
isogroup23028_c0_g1	K16669
isogroup18843_c0_g1	K02258
isogroup103034_c0_g1	K11093
isogroup4041_c0_g5	K12856
isogroup22716_c0_g1	K19196
isogroup45133_c0_g1	K07376
isogroup80399_c0_g1	K11259
isogroup1050_c1_g2	K17751
isogroup13324_c0_g3	K08770
isogroup112276_c0_g1	K01847
isogroup652_c3_g1	K14569
isogroup4957_c0_g1	K10408
isogroup27209_c0_g1	K02943
isogroup87494_c2_g1	K09214
isogroup11223_c0_g1	K19538
isogroup37367_c0_g3	K00408
isogroup38025_c0_g1	K10703
isogroup152739_c0_g1	K11413
isogroup22416_c0_g1	K06030
isogroup9589_c0_g1	K22566
isogroup11836_c0_g2	K04437
isogroup92638_c0_g1	K07293
isogroup2373_c0_g1	K22804
isogroup78868_c0_g2	K04634
isogroup26701_c0_g1	K09584
isogroup78555_c0_g1	K07943
isogroup138721_c0_g1	K09363
isogroup471_c0_g1	K08467
isogroup18316_c0_g1	K19862
isogroup2758_c0_g1	K14824
isogroup165868_c0_g1	K07208
isogroup8326_c0_g1	K16059
isogroup51569_c0_g1	K01488
isogroup40729_c0_g1	K05633
isogroup3371_c0_g1	K16669
isogroup70382_c0_g3	K18258
isogroup4715_c0_g1	K05768
isogroup13797_c0_g1	K07834
isogroup1794_c0_g1	K12826
isogroup24812_c0_g2	K15688
isogroup2580_c0_g1	K23712
isogroup34316_c0_g1	K01027
isogroup37804_c0_g1	K12800
isogroup126160_c0_g1	K10457
isogroup20750_c0_g1	K19756
isogroup55034_c0_g1	K18025
isogroup137365_c0_g1	K09446
isogroup8142_c0_g1	K14297
isogroup84627_c0_g1	K08872
isogroup107334_c0_g1	K04678
isogroup23389_c0_g1	K08498
isogroup8532_c0_g2	K18441
isogroup12761_c0_g1	K01489
isogroup694_c0_g1	K22525
isogroup86748_c2_g1	K02603
isogroup60775_c0_g1	K24104
isogroup6123_c0_g1	K22614
isogroup2103_c0_g1	K13159
isogroup9900_c3_g1	K07208
isogroup26476_c0_g7	K04681
isogroup163756_c0_g1	K16620
isogroup10037_c0_g1	K23311
isogroup70563_c0_g1	K19375
isogroup38142_c0_g1	K01937
isogroup75274_c0_g2	K10699
isogroup137961_c0_g1	K23041
isogroup90188_c0_g1	K14326
isogroup5203_c0_g3	K11430
isogroup84779_c0_g1	K04348
isogroup55018_c0_g1	K07562
isogroup96589_c0_g1	K10370
isogroup100839_c0_g1	K17262
isogroup42532_c0_g1	K06269
isogroup5258_c0_g1	K09191
isogroup4939_c0_g2	K06210
isogroup153605_c0_g1	K04648
isogroup33257_c0_g1	K10877
isogroup16721_c0_g1	K03327
isogroup68574_c0_g1	K05991
isogroup7107_c2_g2	K04456
isogroup138021_c0_g1	K17686
isogroup129166_c0_g1	K07197
isogroup2036_c0_g1	K23308
isogroup36143_c0_g1	K18733
isogroup116348_c0_g1	K11462
isogroup28534_c0_g1	K15118
isogroup32021_c0_g2	K00726
isogroup26414_c0_g1	K02320
isogroup42154_c0_g2	K10393
isogroup2145_c0_g1	K01792
isogroup28873_c0_g1	K21437
isogroup129611_c0_g1	K21954
isogroup154262_c0_g1	K00544
isogroup11162_c0_g4	K08495
isogroup49269_c0_g2	K09580
isogroup167382_c0_g1	K10799
isogroup148307_c0_g1	K16365
isogroup10196_c0_g1	K11097
isogroup1178_c0_g1	K23490
isogroup25554_c0_g1	K09108
isogroup32815_c0_g1	K04437
isogroup41336_c0_g1	K17570
isogroup22579_c0_g1	K20300
isogroup41234_c0_g1	K25165
isogroup36847_c0_g1	K01613
isogroup53872_c0_g1	K14556
isogroup67894_c0_g1	K05126
isogroup152246_c0_g1	K00012
isogroup49130_c0_g1	K18050
isogroup26044_c0_g1	K23295
isogroup137294_c0_g1	K02148
isogroup65069_c0_g1	K16538
isogroup117687_c0_g1	K01869
isogroup90586_c0_g1	K14021
isogroup28895_c0_g1	K01893
isogroup3005_c0_g1	K18619
isogroup58152_c0_g1	K17972
isogroup164596_c0_g1	K00031
isogroup23529_c0_g2	K13336
isogroup2801_c0_g1	K11538
isogroup25625_c0_g1	K19716
isogroup68159_c0_g1	K12849
isogroup87721_c0_g1	K00289
isogroup7413_c0_g1	K17592
isogroup3110_c0_g1	K05954
isogroup2569_c0_g1	K09848
isogroup24929_c0_g3	K07918
isogroup6418_c0_g1	K16865
isogroup7407_c0_g2	K24554
isogroup2447_c0_g1	K04730
isogroup867_c0_g2	K23518
isogroup43338_c0_g1	K18932
isogroup163544_c0_g1	K06693
isogroup26812_c0_g2	K03094
isogroup84572_c0_g2	K12163
isogroup13599_c0_g2	K01025
isogroup87739_c0_g1	K00072
isogroup84015_c0_g1	K08015
isogroup40934_c0_g1	K24837
isogroup1733_c0_g1	K10485
isogroup85843_c0_g1	K05633
isogroup37269_c0_g1	K03934
isogroup25813_c0_g2	K04675
isogroup2821_c1_g1	K12166
isogroup80915_c0_g1	K14992
isogroup79496_c0_g1	K02599
isogroup5829_c0_g3	K14638
isogroup2290_c1_g1	K04532
isogroup11222_c0_g1	K17433
isogroup2034_c0_g2	K17261
isogroup22903_c0_g1	K01307
isogroup9189_c0_g1	K19998
isogroup65006_c0_g1	K11839
isogroup57225_c0_g1	K13348
isogroup129775_c0_g1	K12184
isogroup32716_c0_g1	K02873
isogroup17507_c0_g1	K16197
isogroup171661_c0_g1	K06184
isogroup153804_c0_g1	K10645
isogroup44126_c0_g1	K24909
isogroup30660_c0_g1	K00456
isogroup138397_c0_g1	K12856
isogroup63445_c0_g1	K00280
isogroup40624_c0_g1	K07512
isogroup46897_c0_g1	K00471
isogroup125041_c0_g1	K13811
isogroup2142_c0_g2	K00789
isogroup14987_c0_g1	K00858
isogroup3148_c0_g4	K16938
isogroup21675_c0_g1	K06580
isogroup12022_c0_g2	K24205
isogroup128946_c0_g1	K01883
isogroup71632_c0_g1	K01092
isogroup124432_c0_g1	K00720
isogroup886_c0_g2	K18327
isogroup12707_c0_g1	K10418
isogroup2590_c0_g1	K00326
isogroup16541_c0_g2	K09848
isogroup924_c0_g1	K22017
isogroup5541_c0_g1	K00858
isogroup3969_c0_g1	K16768
isogroup96790_c0_g1	K06972
isogroup39373_c0_g1	K12863
isogroup77966_c0_g1	K01079
isogroup43849_c0_g1	K00234
isogroup4351_c0_g2	K03025
isogroup158302_c0_g1	K20280
isogroup43670_c0_g1	K12852
isogroup62524_c1_g1	K20465
isogroup49420_c0_g1	K11418
isogroup34118_c0_g1	K10694
isogroup13847_c0_g1	K03263
isogroup105017_c0_g1	K24485
isogroup4416_c0_g4	K02998
isogroup13153_c0_g3	K16197
isogroup66931_c0_g1	K08654
isogroup4634_c0_g5	K11726
isogroup13571_c0_g1	K04424
isogroup744_c0_g2	K11405
isogroup8507_c0_g1	K08770
isogroup636_c0_g2	K09100
isogroup37764_c0_g3	K11097
isogroup9864_c0_g2	K02925
isogroup1943_c0_g1	K14290
isogroup4483_c0_g3	K15370
isogroup6025_c1_g2	K20221
isogroup153334_c0_g1	K14293
isogroup52271_c0_g1	K11147
isogroup2382_c0_g1	K13348
isogroup5456_c0_g1	K10345
isogroup2303_c1_g1	K12035
isogroup138384_c0_g1	K19413
isogroup10309_c1_g1	K04646
isogroup24723_c0_g1	K14021
isogroup3869_c0_g1	K11166
isogroup159847_c0_g1	K17576
isogroup64296_c0_g1	K13145
isogroup121230_c0_g1	K01001
isogroup111926_c0_g1	K07374
isogroup4516_c1_g1	K05115
isogroup5413_c0_g1	K02330
isogroup124442_c0_g1	K04377
isogroup31943_c0_g1	K20795
isogroup48468_c0_g1	K00654
isogroup23383_c0_g1	K22069
isogroup152299_c0_g1	K12668
isogroup49742_c0_g1	K00850
isogroup130171_c0_g1	K06693
isogroup45996_c0_g1	K05015
isogroup32325_c0_g1	K12822
isogroup119234_c0_g1	K23286
isogroup91260_c0_g1	K02150
isogroup4433_c0_g1	K24124
isogroup7241_c0_g1	K20053
isogroup24110_c0_g1	K07918
isogroup73149_c0_g1	K00106
isogroup33439_c0_g1	K16185
isogroup91299_c0_g1	K04403
isogroup5218_c0_g1	K22858
isogroup31619_c0_g1	K10104
isogroup90890_c0_g1	K21398
isogroup91260_c0_g2	K02150
isogroup5755_c0_g1	K06674
isogroup41989_c1_g1	K22614
isogroup34586_c0_g1	K13120
isogroup19489_c0_g2	K04716
isogroup15336_c0_g1	K02940
isogroup34_c0_g1	K12035
isogroup28549_c0_g1	K01052
isogroup7711_c0_g1	K17781
isogroup78412_c0_g1	K10606
isogroup149016_c0_g1	K11141
isogroup54299_c0_g1	K00639
isogroup4957_c0_g2	K10408
isogroup3116_c0_g3	K20318
isogroup2071_c0_g1	K22544
isogroup2841_c0_g1	K06997
isogroup104046_c0_g1	K05631
isogroup9222_c0_g1	K19530
isogroup11039_c0_g1	K12200
isogroup15980_c0_g2	K14026
isogroup43752_c0_g1	K23390
isogroup156205_c0_g1	K13912
isogroup2797_c0_g1	K24200
isogroup104353_c0_g1	K09662
isogroup81107_c0_g1	K00140
isogroup11065_c1_g1	K11252
isogroup87504_c0_g1	K03934
isogroup57348_c0_g1	K19770
isogroup116057_c0_g1	K14559
isogroup32046_c0_g1	K04437
isogroup4680_c0_g1	K19619
isogroup95_c0_g1	K11273
isogroup78326_c0_g1	K14411
isogroup2734_c0_g1	K02951
isogroup7850_c0_g1	K02564
isogroup18157_c0_g3	K15109
isogroup46128_c0_g1	K03263
isogroup53830_c0_g1	K10592
isogroup19029_c0_g1	K00757
isogroup48849_c1_g1	K04439
isogroup150890_c0_g1	K00541
isogroup3965_c0_g2	K21289
isogroup475_c1_g1	K08770
isogroup8826_c0_g1	K09848
isogroup91764_c0_g1	K25165
isogroup59728_c0_g2	K22544
isogroup51127_c0_g1	K14963
isogroup6315_c0_g1	K15438
isogroup113392_c0_g1	K06129
isogroup71924_c0_g1	K03124
isogroup11073_c0_g1	K06237
isogroup166117_c0_g1	K16812
isogroup94935_c0_g1	K13525
isogroup14284_c0_g5	K06971
isogroup37841_c0_g1	K22614
isogroup5451_c0_g1	K11131
isogroup19715_c0_g1	K05695
isogroup11274_c0_g1	K03237
isogroup32431_c0_g1	K12035
isogroup79074_c0_g1	K10637
isogroup5082_c0_g1	K10903
isogroup29365_c0_g1	K16726
isogroup626_c0_g2	K16465
isogroup141895_c0_g1	K03234
isogroup4446_c0_g1	K12192
isogroup22181_c0_g2	K09849
isogroup56562_c0_g1	K14572
isogroup17508_c0_g1	K12888
isogroup40488_c0_g2	K12398
isogroup150126_c0_g1	K18082
isogroup90254_c0_g1	K20649
isogroup111640_c0_g1	K17768
isogroup30478_c0_g2	K09849
isogroup71603_c0_g1	K02156
isogroup31385_c0_g1	K05673
isogroup120859_c0_g1	K17425
isogroup144836_c0_g1	K15712
isogroup62713_c0_g1	K14767
isogroup58475_c0_g1	K03347
isogroup81881_c0_g1	K17605
isogroup129261_c0_g1	K15719
isogroup6051_c0_g2	K03173
isogroup1787_c4_g1	K17592
isogroup124678_c0_g1	K11841
isogroup19804_c0_g1	K13126
isogroup6120_c0_g2	K02875
isogroup17981_c1_g2	K15104
isogroup7227_c0_g2	K14620
isogroup80633_c0_g1	K14429
isogroup136515_c0_g1	K18408
isogroup13487_c0_g1	K12657
isogroup66329_c0_g1	K23503
isogroup4788_c1_g4	K14696
isogroup41101_c0_g1	K05676
isogroup20917_c0_g1	K06254
isogroup2759_c0_g1	K14835
isogroup13625_c0_g1	K01115
isogroup32882_c0_g1	K01679
isogroup29090_c0_g2	K04420
isogroup6919_c1_g1	K14163
isogroup4502_c0_g1	K10696
isogroup120084_c0_g1	K03062
isogroup24937_c0_g1	K01900
isogroup14515_c0_g1	K14613
isogroup1384_c0_g1	K17081
isogroup5360_c1_g1	K24637
isogroup64009_c0_g1	K00022
isogroup117994_c0_g1	K10382
isogroup48366_c0_g1	K03362
isogroup124656_c0_g1	K03143
isogroup51817_c0_g1	K10300
isogroup102563_c0_g1	K09479
isogroup784_c0_g2	K05129
isogroup1224_c0_g1	K13524
isogroup37694_c0_g2	K19760
isogroup54124_c0_g1	K18757
isogroup50710_c0_g1	K00901
isogroup6217_c0_g1	K20295
isogroup20340_c0_g1	K14016
isogroup4870_c1_g1	K01285
isogroup31898_c0_g1	K12382
isogroup110775_c0_g1	K18993
isogroup26874_c0_g1	K12035
isogroup12267_c2_g1	K02133
isogroup108321_c0_g1	K17682
isogroup111948_c0_g1	K14530
isogroup4803_c0_g2	K14638
isogroup91816_c0_g1	K02180
isogroup3591_c0_g2	K13206
isogroup39572_c0_g1	K02998
isogroup8768_c0_g1	K12854
isogroup154245_c0_g1	K04710
isogroup138810_c0_g1	K14972
isogroup70886_c0_g1	K03016
isogroup99043_c0_g1	K22556
isogroup16028_c0_g1	K11341
isogroup101593_c0_g1	K06874
isogroup138010_c0_g1	K02599
isogroup48622_c0_g1	K08283
isogroup3754_c0_g1	K18184
isogroup111767_c0_g1	K10295
isogroup28087_c0_g1	K04371
isogroup35753_c0_g1	K13755
isogroup56_c0_g1	K05103
isogroup5826_c0_g1	K16669
isogroup6417_c0_g1	K12751
isogroup19334_c0_g1	K10104
isogroup134469_c0_g1	K13139
isogroup4943_c2_g1	K00541
isogroup13000_c0_g2	K12875
isogroup53960_c0_g1	K20465
isogroup2062_c0_g1	K14399
isogroup125326_c0_g1	K01265
isogroup40292_c0_g1	K07817
isogroup4275_c0_g1	K20639
isogroup166782_c0_g1	K20284
isogroup19857_c0_g2	K24688
isogroup95775_c0_g1	K11584
isogroup17061_c0_g4	K01137
isogroup75929_c0_g2	K12815
isogroup86567_c0_g1	K14847
isogroup7875_c0_g1	K20053
isogroup8318_c0_g1	K05349
isogroup75866_c0_g1	K24469
isogroup4308_c1_g1	K15156
isogroup154656_c0_g1	K10396
isogroup163989_c0_g1	K09525
isogroup2933_c0_g1	K12494
isogroup12631_c0_g1	K12734
isogroup21087_c0_g1	K02958
isogroup397_c0_g1	K24104
isogroup171963_c0_g1	K20216
isogroup1000_c0_g1	K02983
isogroup22355_c0_g1	K24070
isogroup79219_c0_g1	K08342
isogroup58883_c0_g1	K03115
isogroup124804_c0_g1	K10352
isogroup26287_c0_g1	K17086
isogroup33544_c0_g2	K09666
isogroup16509_c0_g1	K21440
isogroup17991_c0_g1	K02891
isogroup15723_c0_g1	K13093
isogroup118195_c0_g1	K20166
isogroup12952_c0_g2	K02885
isogroup33241_c0_g1	K08467
isogroup39571_c0_g1	K07753
isogroup105647_c0_g1	K08513
isogroup35663_c0_g1	K03942
isogroup26243_c0_g1	K09027
isogroup16585_c0_g1	K17307
isogroup1185_c0_g1	K16174
isogroup44128_c0_g1	K12822
isogroup40849_c0_g1	K11404
isogroup82101_c0_g1	K14376
isogroup4446_c1_g1	K18037
isogroup54981_c0_g1	K22376
isogroup46304_c0_g2	K01634
isogroup35458_c0_g1	K15029
isogroup48156_c0_g1	K01528
isogroup8575_c0_g1	K13171
isogroup9750_c0_g1	K12893
isogroup19877_c0_g1	K00548
isogroup31297_c0_g2	K16910
isogroup1340_c0_g3	K23878
isogroup22008_c0_g2	K07203
isogroup150109_c0_g1	K05872
isogroup7707_c0_g1	K05695
isogroup38507_c0_g1	K05665
isogroup15721_c0_g1	K00760
isogroup38154_c0_g2	K01408
isogroup21584_c0_g1	K00972
isogroup99970_c0_g1	K11345
isogroup19990_c0_g3	K08150
isogroup19265_c0_g2	K18441
isogroup172894_c0_g1	K24983
isogroup55104_c0_g1	K08106
isogroup48801_c0_g1	K11967
isogroup81333_c0_g1	K11090
isogroup2297_c0_g1	K05691
isogroup79200_c0_g1	K17757
isogroup56604_c0_g1	K17598
isogroup37757_c0_g1	K07874
isogroup65939_c0_g1	K14692
isogroup59840_c0_g1	K12035
isogroup142155_c0_g1	K08860
isogroup4472_c0_g1	K06754
isogroup83210_c0_g1	K12236
isogroup7644_c0_g1	K15200
isogroup93780_c0_g1	K05677
isogroup30141_c0_g1	K20796
isogroup49793_c0_g1	K04420
isogroup14130_c0_g2	K13250
isogroup138298_c0_g1	K18050
isogroup20902_c0_g1	K08059
isogroup28835_c0_g1	K17562
isogroup81117_c0_g1	K19483
isogroup44285_c0_g1	K02540
isogroup51581_c0_g1	K03841
isogroup69365_c0_g1	K12667
isogroup20259_c0_g2	K09561
isogroup62680_c0_g1	K04569
isogroup30941_c0_g1	K02882
isogroup30996_c0_g1	K01052
isogroup18551_c0_g1	K07565
isogroup184_c0_g1	K20899
isogroup9783_c0_g1	K24553
isogroup12221_c0_g1	K12164
isogroup101774_c0_g1	K02868
isogroup14501_c0_g1	K03259
isogroup32130_c0_g1	K12179
isogroup69693_c1_g1	K07910
isogroup6962_c0_g1	K16591
isogroup18014_c0_g1	K03068
isogroup15311_c0_g1	K16669
isogroup652_c5_g1	K13720
isogroup165702_c0_g1	K13886
isogroup46604_c0_g1	K13697
isogroup102757_c0_g1	K14021
isogroup11436_c0_g2	K07937
isogroup6958_c0_g1	K05759
isogroup2589_c0_g1	K16731
isogroup1035_c0_g1	K16449
isogroup24654_c0_g1	K13649
isogroup3705_c0_g1	K20069
isogroup10373_c0_g1	K09571
isogroup33101_c0_g1	K15178
isogroup50238_c0_g1	K01611
isogroup6744_c0_g1	K15326
isogroup136888_c0_g1	K12876
isogroup8183_c0_g1	K02987
isogroup1289_c0_g1	K10803
isogroup43848_c0_g1	K01251
isogroup28011_c0_g1	K10380
isogroup3665_c0_g1	K22282
isogroup12688_c0_g1	K11254
isogroup15555_c0_g1	K18633
isogroup2123_c1_g1	K24822
isogroup4738_c0_g1	K05719
isogroup1435_c0_g2	K10424
isogroup139658_c0_g1	K15111
isogroup55460_c0_g1	K07369
isogroup3784_c0_g1	K01522
isogroup287_c0_g1	K20168
isogroup13089_c0_g1	K02943
isogroup39118_c0_g1	K13619
isogroup112354_c0_g1	K12857
isogroup40633_c0_g1	K08145
isogroup53861_c0_g1	K21770
isogroup6585_c0_g1	K09564
isogroup84678_c0_g2	K15437
isogroup9812_c0_g1	K07556
isogroup49924_c0_g1	K17512
isogroup13538_c0_g1	K13505
isogroup9408_c0_g2	K18055
isogroup28726_c0_g2	K08504
isogroup49121_c0_g1	K08283
isogroup5340_c0_g1	K10876
isogroup21748_c0_g4	K08892
isogroup18915_c0_g1	K00965
isogroup43204_c0_g1	K01598
isogroup13047_c0_g1	K24148
isogroup78161_c0_g1	K12897
isogroup68106_c0_g1	K10611
isogroup80869_c0_g1	K06530
isogroup1418_c0_g1	K03064
isogroup43699_c0_g1	K04399
isogroup29683_c0_g3	K18756
isogroup3719_c0_g1	K12839
isogroup46567_c0_g1	K23048
isogroup88331_c0_g2	K04078
isogroup70341_c0_g2	K14835
isogroup7396_c0_g1	K16831
isogroup71469_c0_g1	K01050
isogroup95577_c0_g1	K20133
isogroup7122_c0_g2	K15279
isogroup165510_c0_g1	K04536
isogroup89514_c0_g1	K01965
isogroup92386_c0_g1	K17388
isogroup72660_c0_g1	K17550
isogroup30689_c0_g1	K00799
isogroup25130_c0_g2	K03111
isogroup911_c0_g1	K15603
isogroup212_c0_g2	K02151
isogroup166227_c0_g1	K22561
isogroup104557_c0_g1	K24469
isogroup5887_c1_g1	K21548
isogroup34260_c0_g1	K24762
isogroup3309_c0_g4	K10732
isogroup565_c1_g1	K19527
isogroup54976_c0_g1	K10413
isogroup18114_c0_g2	K22987
isogroup106845_c0_g1	K24553
isogroup27823_c0_g1	K12035
isogroup50925_c0_g1	K12839
isogroup103628_c0_g1	K01365
isogroup69307_c0_g1	K04382
isogroup38534_c0_g1	K21421
isogroup13076_c0_g1	K01687
isogroup9361_c0_g1	K19944
isogroup45351_c0_g1	K07277
isogroup25886_c0_g1	K19613
isogroup39626_c0_g1	K05695
isogroup43123_c0_g1	K09584
isogroup69744_c0_g1	K01307
isogroup55774_c0_g1	K17921
isogroup14424_c0_g1	K08106
isogroup36958_c0_g1	K00432
isogroup26842_c0_g1	K10143
isogroup26642_c0_g1	K07950
isogroup3715_c0_g1	K17816
isogroup48426_c0_g4	K02375
isogroup22340_c1_g1	K04079
isogroup16021_c0_g1	K11275
isogroup3808_c0_g1	K06237
isogroup74022_c0_g1	K14354
isogroup36238_c0_g1	K18666
isogroup13436_c0_g3	K00505
isogroup3168_c0_g1	K18588
isogroup25147_c0_g1	K14825
isogroup28714_c0_g1	K11307
isogroup127555_c0_g1	K03671
isogroup38473_c0_g1	K21767
isogroup75805_c0_g1	K23730
isogroup23073_c0_g1	K03654
isogroup26483_c1_g1	K12041
isogroup25254_c0_g1	K19538
isogroup8761_c0_g1	K03844
isogroup30031_c0_g3	K01596
isogroup58905_c0_g1	K08106
isogroup90960_c0_g1	K03768
isogroup62060_c0_g1	K06704
isogroup2016_c0_g1	K11494
isogroup168442_c0_g1	K01277
isogroup2409_c0_g3	K11791
isogroup2343_c0_g1	K13697
isogroup971_c1_g1	K11757
isogroup88545_c0_g1	K02992
isogroup7177_c0_g1	K02989
isogroup1995_c0_g1	K01640
isogroup70360_c0_g1	K04648
isogroup22279_c0_g1	K04370
isogroup1454_c0_g3	K07393
isogroup121674_c0_g1	K01262
isogroup35241_c0_g1	K01488
isogroup152696_c0_g1	K22371
isogroup92341_c0_g1	K14312
isogroup33569_c0_g1	K11415
isogroup2735_c0_g1	K15304
isogroup52612_c0_g1	K08869
isogroup5448_c0_g1	K13152
isogroup13360_c0_g1	K05665
isogroup53177_c0_g1	K03363
isogroup6483_c0_g1	K19759
isogroup51048_c0_g1	K13953
isogroup74100_c0_g1	K08857
isogroup22579_c0_g3	K23741
isogroup27797_c0_g1	K05124
isogroup19222_c0_g2	K03833
isogroup11510_c0_g1	K02649
isogroup18004_c0_g2	K00456
isogroup3553_c0_g1	K11434
isogroup142369_c0_g1	K24888
isogroup22849_c0_g1	K01931
isogroup14280_c0_g1	K11166
isogroup20597_c1_g1	K07937
isogroup152047_c0_g1	K10839
isogroup4597_c0_g1	K23500
isogroup47797_c0_g1	K20774
isogroup12659_c1_g1	K04499
isogroup130363_c0_g1	K24810
isogroup76900_c0_g1	K24990
isogroup43630_c1_g1	K15187
isogroup23599_c0_g1	K09250
isogroup17245_c0_g3	K10408
isogroup14540_c0_g1	K00910
isogroup7195_c0_g2	K24842
isogroup92037_c0_g1	K19613
isogroup4706_c0_g1	K18726
isogroup34200_c0_g1	K02267
isogroup37962_c0_g1	K02318
isogroup68410_c0_g1	K09839
isogroup10584_c0_g1	K08292
isogroup83345_c0_g2	K01363
isogroup30172_c0_g1	K08892
isogroup12666_c0_g1	K23624
isogroup84124_c0_g1	K13912
isogroup13844_c0_g2	K23847
isogroup2354_c0_g4	K01620
isogroup24576_c0_g2	K10577
isogroup76993_c0_g1	K20308
isogroup14702_c0_g1	K19476
isogroup75_c0_g1	K00854
isogroup3877_c0_g2	K00102
isogroup113407_c0_g1	K07511
